Name,Pillar (auto),Discipline,Line,Importance,Level,Keystone,Related To,Regressions,Progressions,Also Appears In,Variant Of,Session Role,Notes,,,,,,,,,,,,,,
Calf Raise - Leaning,Strength & Capacity,Loaded Lower Body Strength,Calf & Ankle,3,2,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Calf Raise - Deficit,Strength & Capacity,Loaded Lower Body Strength,Calf & Ankle,3,3,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Pistol Squat,Strength & Capacity,Loaded Lower Body Strength,Single-Leg Squat & Lunge,2,7,TRUE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Dragon Squat,Strength & Capacity,Loaded Lower Body Strength,Single-Leg Squat & Lunge,2,8,TRUE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Curtsey Squat,Strength & Capacity,Loaded Lower Body Strength,Single-Leg Squat & Lunge,3,4,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Jump Squats,Strength & Capacity,Loaded Lower Body Strength,Bilateral Squat,3,4,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Reverse Lunge,Strength & Capacity,Loaded Lower Body Strength,Single-Leg Squat & Lunge,3,3,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Hip Thrusters,Strength & Capacity,Loaded Lower Body Strength,Hip Hinge,3,2,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Glute Bridge - Single Leg,Strength & Capacity,Loaded Lower Body Strength,Hip Hinge,3,3,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Wall Sit,Strength & Capacity,Loaded Lower Body Strength,Bilateral Squat,3,2,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Heroes,Strength & Capacity,Loaded Lower Body Strength,Anterior Chain (knee),3,2,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Sumo Squats,Strength & Capacity,Loaded Lower Body Strength,Bilateral Squat,3,3,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Shrimp Squats,Strength & Capacity,Loaded Lower Body Strength,Single-Leg Squat & Lunge,3,7,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Sled Push,Strength & Capacity,Loaded Lower Body Strength,Single-Leg Squat & Lunge,3,4,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Bulgarian Split Squat,Strength & Capacity,Loaded Lower Body Strength,Single-Leg Squat & Lunge,3,5,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Single Leg Deadlift,Strength & Capacity,Loaded Lower Body Strength,Hip Hinge,3,5,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Farmers Carry,Strength & Capacity,Loaded Lower Body Strength,Single-Leg Squat & Lunge,3,3,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
Plate Hops,Strength & Capacity,Bounciness & Elastic Power,Vertical Jump,3,2,FALSE,,,,,,,,,,,,,,,Vertical Jump,Horizontal Jump,,,,,
Step Up,Strength & Capacity,Bounciness & Elastic Power,Vertical Jump,3,1,FALSE,,,,,,,,,,,,,,,Vertical Jump,Horizontal Jump,,,,,
Skipping,Strength & Capacity,Bounciness & Elastic Power,Vertical Jump,3,2,FALSE,,,,,,,,,,,,,,,Vertical Jump,Horizontal Jump,,,,,
Double Unders,Strength & Capacity,Bounciness & Elastic Power,Vertical Jump,3,5,FALSE,,,,,,,,,,,,,,,Vertical Jump,Horizontal Jump,,,,,
Depth Jump,Strength & Capacity,Bounciness & Elastic Power,Vertical Jump,3,7,FALSE,,,,,,,,,,,,,,,Vertical Jump,Horizontal Jump,,,,,
Cha Cha,Flocomotion,Rhythm & Flow,Dance / Musical Movement,3,2,FALSE,,,,,,,,,,,,,,,Rhythmic Foundations,Floor Flow,Kicks,Acrobatics,Dance / Musical Movement,,
Box Jump,Strength & Capacity,Bounciness & Elastic Power,Vertical Jump,3,3,TRUE,,,,,,,,,,,,,,,Vertical Jump,Horizontal Jump,,,,,
High Jump,Strength & Capacity,Bounciness & Elastic Power,Vertical Jump,3,5,FALSE,,,,,,,,,,,,,,,Vertical Jump,Horizontal Jump,,,,,
Gather Step Jump,Strength & Capacity,Bounciness & Elastic Power,Horizontal Jump,3,4,FALSE,,,,,,,,,,,,,,,Vertical Jump,Horizontal Jump,,,,,
Running,Flocomotion,Ground Locomotion,Bipedal Forward,3,2,FALSE,,,,,,,,,,,,,,,Quadrupedal Forward,Lateral / Multi-directional,Rolling Locomotion,Bipedal Forward,Vaulting,,
Shuttle Runs,Flocomotion,Ground Locomotion,Bipedal Forward,3,3,FALSE,,,,,,,,,,,,,,,Quadrupedal Forward,Lateral / Multi-directional,Rolling Locomotion,Bipedal Forward,Vaulting,,
Single Leg Box Jump,Strength & Capacity,Bounciness & Elastic Power,Vertical Jump,3,6,FALSE,,,,,,,,,,,,,,,Vertical Jump,Horizontal Jump,,,,,
Rebounds,Strength & Capacity,Bounciness & Elastic Power,Vertical Jump,3,3,FALSE,,,,,,,,,,,,,,,Vertical Jump,Horizontal Jump,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
Press to Handstand,Handstands & Balance,Hand Balancing & Inversion,Press Entries,2,9,TRUE,,,,"Hip & Leg Mobility - Front Split Line, Hip & Leg Mobility - Middle Split Line, Hand Balancing & Inversion - Static Inversion",,,,,,,,,,,Bent-Arm Balances,Static Inversion,Shaped Handstands,Press Entries,,,
Press to Handstand - Pike,Handstands & Balance,Hand Balancing & Inversion,Press Entries,2,8,FALSE,,,,"Hip & Leg Mobility - Front Split Line, Hip & Leg Mobility - Middle Split Line, Hand Balancing & Inversion - Static Inversion",Press to Handstand,,,,,,,,,,Bent-Arm Balances,Static Inversion,Shaped Handstands,Press Entries,,,
Press to Handstand - Wall,Handstands & Balance,Hand Balancing & Inversion,Press Entries,2,5,FALSE,,,,"Hip & Leg Mobility - Front Split Line, Hip & Leg Mobility - Middle Split Line",Press to Handstand,,,,,,,,,,Bent-Arm Balances,Static Inversion,Shaped Handstands,Press Entries,,,
Press to Handstand - Negative,Handstands & Balance,Hand Balancing & Inversion,Press Entries,2,6,FALSE,,,,"Hip & Leg Mobility - Front Split Line, Hip & Leg Mobility - Middle Split Line, Hand Balancing & Inversion - Static Inversion",Press to Handstand,,,,,,,,,,Bent-Arm Balances,Static Inversion,Shaped Handstands,Press Entries,,,
Press to Handstand - Box,Handstands & Balance,Hand Balancing & Inversion,Press Entries,2,5,FALSE,,,,"Hip & Leg Mobility - Front Split Line, Hip & Leg Mobility - Middle Split Line, Hand Balancing & Inversion - Static Inversion",Press to Handstand,,,,,,,,,,Bent-Arm Balances,Static Inversion,Shaped Handstands,Press Entries,,,
Press to Handstand - Partial Press,Handstands & Balance,Hand Balancing & Inversion,Press Entries,2,6,FALSE,,,,"Hip & Leg Mobility - Front Split Line, Hip & Leg Mobility - Middle Split Line, Hand Balancing & Inversion - Static Inversion",Press to Handstand,,,,,,,,,,Bent-Arm Balances,Static Inversion,Shaped Handstands,Press Entries,,,
Press to Handstand - Roll,Handstands & Balance,Hand Balancing & Inversion,Press Entries,2,7,FALSE,,,,"Hip & Leg Mobility - Front Split Line, Hip & Leg Mobility - Middle Split Line, Hand Balancing & Inversion - Static Inversion",Press to Handstand,,,,,,,,,,Bent-Arm Balances,Static Inversion,Shaped Handstands,Press Entries,,,
Press to Handstand - Puppy Press,Handstands & Balance,Hand Balancing & Inversion,Press Entries,2,6,FALSE,,,,"Hip & Leg Mobility - Middle Split Line, Hand Balancing & Inversion - Static Inversion",Press to Handstand,,,,,,,,,,Bent-Arm Balances,Static Inversion,Shaped Handstands,Press Entries,,,
Press to Handstand - Walk,Handstands & Balance,Hand Balancing & Inversion,Press Entries,2,8,FALSE,,,,"Hip & Leg Mobility - Front Split Line, Hand Balancing & Inversion - Static Inversion",Press to Handstand,,,,,,,,,,Bent-Arm Balances,Static Inversion,Shaped Handstands,Press Entries,,,
Press to Handstand - Sliders,Handstands & Balance,Hand Balancing & Inversion,Press Entries,2,6,FALSE,,,,Hip & Leg Mobility - Front Split Line,Press to Handstand,,,,,,,,,,Bent-Arm Balances,Static Inversion,Shaped Handstands,Press Entries,,,
Press to Headstand,Handstands & Balance,Hand Balancing & Inversion,Press Entries,2,5,FALSE,,,,Hand Balancing & Inversion - Static Inversion,,,,,,,,,,,Bent-Arm Balances,Static Inversion,Shaped Handstands,Press Entries,,,
Stalder Press,Handstands & Balance,Hand Balancing & Inversion,Press Entries,3,10,TRUE,,,,"Hip & Leg Mobility - Front Split Line, Hip & Leg Mobility - Middle Split Line, Hand Balancing & Inversion - Static Inversion",,,,,,,,,,,Bent-Arm Balances,Static Inversion,Shaped Handstands,Press Entries,,,
Stalder Press - Block,Handstands & Balance,Hand Balancing & Inversion,Press Entries,3,8,FALSE,,,,"Hip & Leg Mobility - Front Split Line, Hip & Leg Mobility - Middle Split Line, Hand Balancing & Inversion - Static Inversion",Stalder Press,,,,,,,,,,Bent-Arm Balances,Static Inversion,Shaped Handstands,Press Entries,,,
Stalder Press - Negative,Handstands & Balance,Hand Balancing & Inversion,Press Entries,3,9,FALSE,,,,"Hip & Leg Mobility - Front Split Line, Hip & Leg Mobility - Middle Split Line, Hand Balancing & Inversion - Static Inversion",Stalder Press,,,,,,,,,,Bent-Arm Balances,Static Inversion,Shaped Handstands,Press Entries,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
Zen Archer,Flocomotion,Partner & Connection,Floor & Flow Games,3,3,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Circle Stick Game,Flocomotion,Partner & Connection,Floor & Flow Games,3,2,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Drop Stick Game,Flocomotion,Partner & Connection,Floor & Flow Games,3,2,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Stick Circle Madness,Object Play,Object Play,Staff,3,3,FALSE,,,,,,Game,,,,,,,,,Staff,Juggling,Ball Skills,,,,
Stick Twister,Flocomotion,Partner & Connection,Floor & Flow Games,3,3,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Hanging Zen Archer,Strength & Capacity,Hanging & Pulling,Passive / Active Hang,3,6,FALSE,,,,,,Game,,,,,,,,,Passive / Active Hang,Vertical Pull,Horizontal Pull,Pull-to-Press Transition,Swinging & Brachiation,,
Limbo,Mobility,Spinal Mobility,Spinal Extension & Bridging,3,4,FALSE,,,,,,Game,,,,,,,,,Spinal Extension & Bridging,Spinal Waves,,,,,
Partner Arching Circles Around Stick,Mobility,Spinal Mobility,Spinal Extension & Bridging,3,3,FALSE,,,,,,Game,,,,,,,,,Spinal Extension & Bridging,Spinal Waves,,,,,
Movement Riddles,Flocomotion,Rhythm & Flow,Floor Flow,3,2,FALSE,,,,,,Game,,,,,,,,,Rhythmic Foundations,Floor Flow,Kicks,Acrobatics,Dance / Musical Movement,,
Balancing,Handstands & Balance,Hand Balancing & Inversion,Static Inversion,3,3,FALSE,,,,,,Game,,,,,,,,,Bent-Arm Balances,Static Inversion,Shaped Handstands,Press Entries,,,
Bo-Staff - Spinning,Object Play,Object Play,Staff,3,2,FALSE,,,,,,Game,,,,,,,,,Staff,Juggling,Ball Skills,,,,
Horse Stance - Stick,Strength & Capacity,Loaded Lower Body Strength,Lateral / Mobility Squat,3,3,FALSE,,,,Hip & Leg Mobility - Middle Split Line,,Game,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Stuck in the Mud,Flocomotion,Partner & Connection,Team Work & Connection,3,1,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Dead Bug Game,Flocomotion,Partner & Connection,Team Work & Connection,3,2,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Paper Scissors Rock,Flocomotion,Partner & Connection,Team Work & Connection,3,1,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Wheelbarrow Races,Flocomotion,Partner & Connection,Team Work & Connection,3,3,FALSE,,,,Pressing Strength - Horizontal Press,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Marry Me,Flocomotion,Partner & Connection,Team Work & Connection,3,2,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Partner Carries,Strength & Capacity,Loaded Lower Body Strength,Bilateral Squat,3,4,FALSE,,,,,,Game,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Animal Pattern Relay Races,Flocomotion,Ground Locomotion,Quadrupedal Forward,3,3,FALSE,,,,,,Game,,,,,,,,,Quadrupedal Forward,Lateral / Multi-directional,Rolling Locomotion,Bipedal Forward,Vaulting,,
Speed Dating,Flocomotion,Partner & Connection,Team Work & Connection,3,1,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Trust Game Eyes Closed,Flocomotion,Partner & Connection,Team Work & Connection,3,2,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Soccer Ball Juggling,Object Play,Object Play,Ball Skills,3,4,FALSE,,,,,,Game,,,,,,,,,Staff,Juggling,Ball Skills,,,,
Game of Soccer,Object Play,Object Play,Ball Skills,3,2,FALSE,,,,,,Game,,,,,,,,,Staff,Juggling,Ball Skills,,,,
Throwing and Catching,Object Play,Object Play,Ball Skills,3,1,FALSE,,,,,,Game,,,,,,,,,Staff,Juggling,Ball Skills,,,,
Juggling,Object Play,Object Play,Juggling,3,1,FALSE,,,,,,Game,,,,,,,,,Staff,Juggling,Ball Skills,,,,
Bouncing Elimination,Object Play,Object Play,Ball Skills,3,2,FALSE,,,,,,Game,,,,,,,,,Staff,Juggling,Ball Skills,,,,
Balancing Elimination,Object Play,Object Play,Ball Skills,3,3,FALSE,,,,,,Game,,,,,,,,,Staff,Juggling,Ball Skills,,,,
Bouncing and Shooting Basketball,Object Play,Object Play,Ball Skills,3,3,FALSE,,,,,,Game,,,,,,,,,Staff,Juggling,Ball Skills,,,,
Practice Ball Drills,Object Play,Object Play,Ball Skills,3,2,FALSE,,,,,,Game,,,,,,,,,Staff,Juggling,Ball Skills,,,,
Parallette Balance + Pass the Ball,Object Play,Object Play,Ball Skills,3,6,FALSE,,,,,,Game,,,,,,,,,Staff,Juggling,Ball Skills,,,,
Name Game,Object Play,Object Play,Ball Skills,3,1,FALSE,,,,,,Game,,,,,,,,,Staff,Juggling,Ball Skills,,,,
Head Shoulders Knees Toes Ball,Object Play,Object Play,Ball Skills,3,2,FALSE,,,,,,Game,,,,,,,,,Staff,Juggling,Ball Skills,,,,
Coordinations,Flocomotion,Rhythm & Flow,Dance / Musical Movement,3,2,FALSE,,,,,,Game,,,,,,,,,Rhythmic Foundations,Floor Flow,Kicks,Acrobatics,Dance / Musical Movement,,
Crawling Patterns with Partner,Flocomotion,Ground Locomotion,Quadrupedal Forward,3,3,FALSE,,,,,,Game,,,,,,,,,Quadrupedal Forward,Lateral / Multi-directional,Rolling Locomotion,Bipedal Forward,Vaulting,,
Push Pull and Rolling in All Directions,Flocomotion,Ground Locomotion,Rolling Locomotion,3,2,FALSE,,,,,,Game,,,,,,,,,Quadrupedal Forward,Lateral / Multi-directional,Rolling Locomotion,Bipedal Forward,Vaulting,,
Contact Improv,Flocomotion,Rhythm & Flow,Dance / Musical Movement,3,3,FALSE,,,,,,Game,,,,,,,,,Rhythmic Foundations,Floor Flow,Kicks,Acrobatics,Dance / Musical Movement,,
Stone and Water,Flocomotion,Partner & Connection,Floor & Flow Games,3,2,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Voodoo Doll,Flocomotion,Partner & Connection,Floor & Flow Games,3,2,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Mimic Game,Flocomotion,Rhythm & Flow,Dance / Musical Movement,3,1,FALSE,,,,,,Game,,,,,,,,,Rhythmic Foundations,Floor Flow,Kicks,Acrobatics,Dance / Musical Movement,,
Jenga Blocks,Flocomotion,Partner & Connection,Floor & Flow Games,3,2,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Spinal Waves and Joint Rotations,Mobility,Spinal Mobility,Spinal Waves,3,3,FALSE,,,,,,Game,,,,,,,,,Spinal Extension & Bridging,Spinal Waves,,,,,
Push Pull Off the Line,Flocomotion,Partner & Connection,Rough Housing,3,2,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
King of the Mat,Flocomotion,Partner & Connection,Rough Housing,3,3,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Knee Tap Game + Crawling Version,Flocomotion,Partner & Connection,Rough Housing,3,3,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Shoulder Tap Game,Flocomotion,Partner & Connection,Rough Housing,3,2,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Flip the Croc,Flocomotion,Partner & Connection,Rough Housing,3,3,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Quadrupedal Red Rover,Flocomotion,Partner & Connection,Rough Housing,3,3,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Grappling,Flocomotion,Partner & Connection,Rough Housing,3,4,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Foot Taps & Handslaps,Flocomotion,Partner & Connection,Rough Housing,3,2,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Squat Gladiators,Flocomotion,Partner & Connection,Rough Housing,3,3,FALSE,,,,Hip & Leg Mobility - Squat Position,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
Tug of War,Flocomotion,Partner & Connection,Rough Housing,3,2,FALSE,,,,,,Game,,,,,,,,,Team Work & Connection,Rough Housing,Floor & Flow Games,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Body Scans,Mobility,Breath & Mindfulness,Breath & Mindfulness,3,1,FALSE,,,,,,,,,,,,,,,Breath & Mindfulness,,,,,,
Square Breath,Mobility,Breath & Mindfulness,Breath & Mindfulness,3,1,FALSE,,,,,,,,,,,,,,,Breath & Mindfulness,,,,,,
Savasana,Mobility,Breath & Mindfulness,Breath & Mindfulness,3,1,FALSE,,,,,,,,,,,,,,,Breath & Mindfulness,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
Dragon Flag,Strength & Capacity,Core & Midline,Supine & Floor Core,3,9,TRUE,,,,Straight Arm Strength - Front Lever Line,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
Dragon Flag - Tuck,Strength & Capacity,Core & Midline,Supine & Floor Core,3,6,FALSE,,,,Straight Arm Strength - Front Lever Line,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
Dragon Flag - Straddle,Strength & Capacity,Core & Midline,Supine & Floor Core,3,8,FALSE,,,,Straight Arm Strength - Front Lever Line,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
Dragon Flag - Stag,Strength & Capacity,Core & Midline,Supine & Floor Core,3,7,FALSE,,,,Straight Arm Strength - Front Lever Line,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
Mountain Climbers,Strength & Capacity,Core & Midline,Supine & Floor Core,3,2,FALSE,,,,,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
Bicycles,Strength & Capacity,Core & Midline,Supine & Floor Core,3,2,FALSE,,,,,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
Dead Bug,Strength & Capacity,Core & Midline,Supine & Floor Core,3,1,FALSE,,,,,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
Russian Twist,Strength & Capacity,Core & Midline,Rotational & Loaded Core,3,3,FALSE,,,,,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
Hanging Knee Raises,Strength & Capacity,Core & Midline,Hanging Core & Compression,3,2,FALSE,,,,,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
Crunches,Strength & Capacity,Core & Midline,Supine & Floor Core,3,1,FALSE,,,,,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
Hollow Body Hold,Strength & Capacity,Core & Midline,Supine & Floor Core,3,3,FALSE,,,,,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
Hollow Body Rocks,Strength & Capacity,Core & Midline,Supine & Floor Core,3,4,FALSE,,,,,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
V-Snaps,Strength & Capacity,Core & Midline,Supine & Floor Core,3,5,FALSE,,,,,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
Landmine Twist,Strength & Capacity,Core & Midline,Rotational & Loaded Core,3,4,FALSE,,,,,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
Kong Vault,Flocomotion,Ground Locomotion,Vaulting,3,6,FALSE,,,,,,,,,,,,,,,Quadrupedal Forward,Lateral / Multi-directional,Rolling Locomotion,Bipedal Forward,Vaulting,,
Lazy Vault,Flocomotion,Ground Locomotion,Vaulting,3,4,FALSE,,,,,,,,,,,,,,,Quadrupedal Forward,Lateral / Multi-directional,Rolling Locomotion,Bipedal Forward,Vaulting,,
Safety Vault,Flocomotion,Ground Locomotion,Vaulting,3,3,FALSE,,,,,,,,,,,,,,,Quadrupedal Forward,Lateral / Multi-directional,Rolling Locomotion,Bipedal Forward,Vaulting,,
Plate Jumps,Strength & Capacity,Bounciness & Elastic Power,Vertical Jump,3,3,FALSE,,,,,,,,,,,,,,,Vertical Jump,Horizontal Jump,,,,,
Rail Balancing,Flocomotion,Ground Locomotion,Bipedal Forward,3,4,FALSE,,,,,,,,,,,,,,,Quadrupedal Forward,Lateral / Multi-directional,Rolling Locomotion,Bipedal Forward,Vaulting,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
